date,ILI,antigenic_drift,antigenic_shift,body_aches,caught_the_flu,child_fever_flu,chills,cough,diarrhea,early_flu_symptoms,fatigue,fever,flu,flu_in_elderly,flu_incubation_period,flu_medicine,flu_now,flu_season,flu_shot_near_me,flu_shot_schedule,flu_symptoms,flu_symptoms_in_children,flu_vaccine,flu_virus,h1n1,h3n2,headache,influenza,influenza_a,influenza_b,influenza_symptoms,influenza_vaccine,muscle_pain,nasal_congestion,nausea,oseltamivir,peak_flu_season,runny_nose,severe_flu,shortness_of_breath,sneezing,sore_throat,stomach_flu,swine_flu,tamiflu,vomiting,vomiting_flu,when_to_get_flu_shot
4/18/04,0.792436,0,0,0.58,0,0,0.8,14.854585491704606,10.398209844193223,0,14.854585491704606,47.53467357345474,12.175889747298855,0,0,0,0,0,0,0,2.970917098340921,0,0,0,0,0,14.854585491704606,7.427292745852303,0,0,0,0,2.5,0,7,0,0,0.5194805194805194,0,1.2972972972972974,1.4242424242424243,4.214285714285714,1.8571428571428568,0,0,5.833333333333333,0,0
4/25/04,0.683588,0.56,0,0,0,0,0.72,13.369126942534145,10.398209844193223,0,14.854585491704606,46.04921502428428,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0.64,0,0,14.854585491704606,5.941834196681842,0,0,0,0,2.958333333333333,0.45,6.181818181818182,0,0,0.6753246753246753,0,1.3243243243243243,1.4242424242424243,4.714285714285714,1,0,0,4.333333333333333,0,0
5/2/04,0.757452,0,0,0,0,0,1.18,13.369126942534145,8.912751295022764,0,14.854585491704606,44.56375647511381,12.175889747298855,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,14.854585491704606,5.941834196681842,0,0,0,0,3.1666666666666665,0.53,5.636363636363637,0,0,0.7272727272727273,0,1.162162162162162,1.606060606060606,4.642857142857143,1.4285714285714286,0,0,4.5,0,0
5/9/04,0.788585,0,0,0,0,0,0.86,13.369126942534145,8.912751295022764,0,13.369126942534145,43.07829792594335,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,14.854585491704606,4.456375647511382,0,0,0,0,2.958333333333333,0,6.909090909090909,0,0,0,0,1.4594594594594594,1.7575757575757576,4.285714285714286,1.5714285714285714,0,0,4.333333333333333,0,0
5/16/04,0.812171,0,0,0.55,0,0,0.64,13.369126942534145,10.398209844193223,0,14.854585491704606,41.59283938,7.305533848379314,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,13.369126942534145,2.970917098340921,0,0,0,0,3.25,0,6.363636363636363,0,0,0,0,1.5945945945945943,1.8484848484848484,3.2857142857142856,1.1428571428571428,0,0,5,0,0
5/23/04,0.804463,0,0,0,0,0,0.96,13.369126942534145,10.398209844193223,0,13.369126942534145,41.59283938,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,14.854585491704606,2.970917098340921,0,0,0,0,3.5,0,6.454545454545454,0,0,0.5714285714285714,0,1.027027027027027,1.7272727272727273,4.428571428571429,0.6428571428571429,0,0,4.833333333333333,0,0
5/30/04,0.877701,0,0,0.61,0,0,0,14.854585491704606,10.398209844193223,0,14.854585491704606,41.59283938,9.740711797839086,0,0,0.9157894736842104,0,0,0,0,1.4854585491704606,0,0,0.72,0,0,16.340044040875068,2.970917098340921,0,0,0,0,3.4166666666666665,0,5.727272727272728,0,0,0,0,1.648648648648649,1.878787878787879,4,1.0714285714285714,0,0,5.25,0,0
6/6/04,0.741453,0,0,0,0,0,0.92,13.369126942534145,11.883668393363685,0,14.854585491704606,38.62192227843197,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,16.340044040875068,2.970917098340921,0,0,0,0,3.625,0.48,6.545454545454546,0,0,0,0,1.3243243243243243,1.8484848484848484,5,0.7857142857142857,0,0,4.75,0,0
6/13/04,0.661022,0,0,0,0,0,0.92,14.854585491704606,11.883668393363685,0,17.825502590045527,37.13646372926152,7.305533848379314,0,0,0,0,0,0,0,1.4854585491704606,0,1.4854585491704606,0,0,0,17.825502590045527,2.970917098340921,0,0,0,0,2.958333333333333,0,6.090909090909091,0,0,0,0,1.6756756756756757,1.7272727272727273,4.714285714285714,0.7142857142857143,0,0,3.9166666666666665,0,0
6/20/04,0.715109,0,0,0,0,0,0.76,14.854585491704606,10.398209844193223,0,14.854585491704606,38.62192227843197,7.305533848379314,0,0,0,0,0,0,0,1.4854585491704606,0,0,0.76,0,0,14.854585491704606,2.970917098340921,0,0,0,0,3.333333333333333,0,8,0,0,0.5714285714285714,0,1.5675675675675675,1.6363636363636365,4.142857142857143,0.8571428571428571,0,0,4.583333333333333,0,0
6/27/04,0.562241,0,0,0,0,0,0.98,13.369126942534145,10.398209844193223,0,16.340044040875068,35.651005180091055,7.305533848379314,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,16.340044040875068,2.970917098340921,0,0,0,0,3.7916666666666665,0,6.181818181818182,0,0,0.6753246753246753,0,1.3783783783783785,1.9696969696969693,3.7142857142857135,0,0,0,4.083333333333333,0,0
7/4/04,0.786808,0,0,0,0,0,0.96,14.854585491704606,10.398209844193223,0,16.340044040875068,37.13646372926152,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,17.825502590045527,2.970917098340921,0,0,0,0,3.9166666666666665,0,5.636363636363637,0,0,0,0,1.2432432432432432,2.303030303030303,4.285714285714286,0.7857142857142857,0,0,5.25,0,0
7/11/04,0.860658,0,0,0,0,0,1.18,16.340044040875068,11.883668393363685,0,16.340044040875068,37.13646372926152,7.305533848379314,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,17.825502590045527,2.970917098340921,0,0,0,0,2.958333333333333,0,7.090909090909091,0,0,0.5584415584415584,0,1.2972972972972974,1.696969696969697,4.428571428571429,0.9285714285714286,0,0,4.666666666666667,0,0
7/18/04,0.689944,0,0,0.66,0,0,0.92,14.854585491704606,11.883668393363685,0,14.854585491704606,34.165546630920595,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0.64,0,0,16.340044040875068,1.4854585491704606,0,0,0,0,3.5416666666666665,0,6.636363636363637,0,0,0.5194805194805194,0,1.5675675675675675,1.939393939,3.857142857142857,1,0,0,4.916666666666667,0,0
7/25/04,0.779691,0,0,0,0,0,0.82,13.369126942534145,11.883668393363685,0,16.340044040875068,41.59283938,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,16.340044040875068,2.970917098340921,0,0,0,0,3.208333333333333,0,5.909090909090909,0,0,0.5454545454545454,0,1.108108108108108,2.0303030303030303,4,0.7857142857142857,0,0,5,0,0
8/1/04,0.628144,0,0,0,0,0,0.64,14.854585491704606,11.883668393363685,0,16.340044040875068,37.13646372926152,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,1.4854585491704606,0,0,0,17.825502590045527,1.4854585491704606,0,0,0,0,4.166666666666667,0,6.636363636363637,0,0,0.5194805194805194,0,1.2972972972972974,2,3.7142857142857135,0.7142857142857143,0,0,5,0,0
8/8/04,0.902459,0,0,0,0,0,0.58,14.854585491704606,11.883668393363685,0,14.854585491704606,40.10738082760244,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,1.04,0,0,16.340044040875068,2.970917098340921,0,0,0,0,2.9166666666666665,0,6.727272727272728,0,0,0,0,1.5675675675675675,2.212121212121212,3.642857142857143,0.5714285714285714,0,0,4.833333333333333,0,0
8/15/04,0.806443,0,0,0,0,0,1.06,14.854585491704606,11.883668393363685,0,13.369126942534145,35.651005180091055,9.740711797839086,0,0,0,0,0,0,0,1.4854585491704606,0,0,0,0,0,17.825502590045527,2.970917098340921,0,0,0,0,4,0,6.454545454545454,0,0,0.4805194805194805,0,1.5405405405405406,2.212121212121212,3.4285714285714284,0,0,0,4.75,0,0
8/22/04,0.874888,0,0,0,0,0,0.88,14.854585491704606,10.398209844193223,0,14.854585491704606,37.13646372926152,17.04624565,0,0,0,0,0,0,0,2.970917098340921,0,1.4854585491704606,0,0,0,16.340044040875068,2.970917098340921,0,0,0,0,3.4166666666666665,0,6.363636363636363,0,0,0.7792207792207793,0,1.7567567567567568,1.818181818181818,3.642857142857143,1,0,0,4.833333333333333,0,0
8/29/04,0.993213,0,0.56,0,0,0,1.16,14.854585491704606,10.398209844193223,0,14.854585491704606,40.10738082760244,12.175889747298855,0,0,0,0,0,0,0,1.4854585491704606,0,1.4854585491704606,0,0,0,17.825502590045527,4.456375647511382,0,0,0,0.6206896551724138,3.8333333333333335,0.44,6.636363636363637,0,0,0.7142857142857143,0,1.4324324324324325,1.3333333333333333,4.214285714285714,0.9285714285714286,0,0,4.666666666666667,0,0
9/5/04,0.876141,0,0,0.54,0,0,0.98,16.340044040875068,10.398209844193223,0,13.369126942534145,41.59283938,14.611067696758628,0,0,0,0,0,0,0,1.4854585491704606,0,1.4854585491704606,0.64,0,0,16.340044040875068,2.970917098340921,0,0,0,0,3.458333333333333,0.64,8.272727272727273,0,0,0.5584415584415584,0,2.702702702702702,2.1515151515151514,3.7857142857142856,0.5714285714285714,0,0,4.666666666666667,0,0
9/12/04,0.948092,0,0,0,0,0,0.9,14.854585491704606,8.912751295022764,0,16.340044040875068,41.59283938,14.611067696758628,0,0,0,0,0,0,0,1.4854585491704606,0,1.4854585491704606,0.6,0,0,16.340044040875068,4.456375647511382,0,0,0,0.5517241379310345,3.083333333333333,0.4,6.636363636363637,0,0,0.7272727272727273,0,1.4864864864864864,1.8484848484848484,4.142857142857143,1.2142857142857142,0,0,4,0,0
9/19/04,0.926943,0,0,0,0,0,0.92,20.79641968838645,8.912751295022764,0,14.854585491704606,41.59283938,26.786957444057485,0,0,0,0,0.7027027027027027,0,0,1.4854585491704606,0,2.970917098340921,0.84,0,0,17.825502590045527,5.941834196681842,0,0,0,0,2.9166666666666665,0.82,6.363636363636363,0,0,0.7272727272727273,0,1.4324324324324325,1.393939393939394,4.142857142857143,1.1428571428571428,0,0,5.083333333333333,0,0
9/26/04,0.971643,0,0,0,0,0,1.38,19.310961139215987,10.398209844193223,0,13.369126942534145,40.10738082760244,38.962847191356346,0,0,0,0,0,0,0,2.970917098340921,0,2.970917098340921,0,0,0,16.340044040875068,7.427292745852303,0,0,0,0.896551724,3.0416666666666665,0.58,6.909090909090909,0,0,0.5844155844155844,0,1.5405405405405406,2.484848484848485,3.857142857142857,0.7142857142857143,0,0,4.5,0,0
